Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2
IDAHO,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2019,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
EAST NORTH CENTRAL,2019,14,,-,8,,27,,32,,,-,2,,4,,,-,,-,15,,22,,3,,,EAST NORTH CENTRAL
RHODE ISLAND,2019,14,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
COLORADO,2019,14,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
NON-US RESIDENTS,2019,14,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
CALIFORNIA,2019,14,,-,5,,10,,12,,,-,2,,,-,6,,,-,6,,17,,2,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2019,14,1,,9,,32,,44,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH ATLANTIC,2019,14,2,,20,,69,,90,,,-,3,,,-,,-,,-,3,,1,,,-,,SOUTH ATLANTIC
WYOMING,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2019,14,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
TOTAL,2019,14,9,,56,,223,,261,,,-,20,,126,,31,,4,,45,,120,,20,,,TOTAL
ALASKA,2019,14,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
EAST SOUTH CENTRAL,2019,14,,-,4,,3,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
WASHINGTON,2019,14,,-,4,,6,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2019,14,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MISSOURI,2019,14,,-,3,,3,,2,,,-,0,,,-,,-,,-,6,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2019,14,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GEORGIA,2019,14,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2019,14,,-,2,,2,,2,,,-,2,,,-,18,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
MIDDLE ATLANTIC,2019,14,3,,24,,61,,64,,,-,18,,105,,,-,4,,45,,67,,7,,MIDDLE ATLANTIC,
WEST SOUTH CENTRAL,2019,14,,-,8,,2,,20,,,-,5,,8,,5,,,-,1,,4,,3,,,WEST SOUTH CENTRAL
MONTANA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW HAMPSHIRE,2019,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PENNSYLVANIA,2019,14,1,,8,,13,,18,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2019,14,,-,4,,14,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2019,14,1,,4,,12,,5,,,-,0,,,-,,-,,-,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2019,14,1,,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MICHIGAN,2019,14,,-,3,,2,,8,,,-,0,,,-,,-,,-,15,,20,,1,,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2019,15,,-,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW ENGLAND,2019,15,1,,5,,19,,12,,,-,2,,2,,,-,1,,2,,4,,1,,,NEW ENGLAND
VIRGINIA,2019,15,,-,5,,18,,8,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
EAST SOUTH CENTRAL,2019,15,,-,4,,4,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
INDIANA,2019,15,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
MIDDLE ATLANTIC,2019,15,2,,24,,66,,71,,8,,19,,137,,,-,21,,45,,117,,7,,MIDDLE ATLANTIC,
NEBRASKA,2019,15,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
COLORADO,2019,15,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
MOUNTAIN,2019,15,,-,4,,13,,13,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
SOUTH DAKOTA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2019,15,,-,6,,12,,17,,,-,13,,,-,,-,,-,1,,2,,1,,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2019,15,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MONTANA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2019,15,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2019,15,,-,8,,13,,19,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST NORTH CENTRAL,2019,15,,-,5,,10,,12,,,-,1,,,-,19,,,-,6,,1,,4,,,WEST NORTH CENTRAL
TOTAL,2019,15,5,,56,,238,,284,,8,,20,,160,,32,,22,,45,,193,,24,,,TOTAL
NEW YORK,2019,15,2,,5,,8,,13,,8,,2,,11,,,-,21,,43,,76,,3,,"NEW YORK
(42.826892, -75.544286)",
MAINE,2019,15,,-,3,,4,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
AMERICAN SAMOA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
WYOMING,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2019,15,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSOURI,2019,15,,-,3,,3,,2,,,-,0,,,-,,-,,-,6,,1,,3,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2019,15,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2019,15,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2019,15,,-,4,,14,,8,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2019,15,,-,2,,3,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
PUERTO RICO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
UTAH,2019,15,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2019,15,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2019,15,,-,4,,9,,10,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2019,15,,-,4,,,-,9,,,-,3,,,-,,-,,-,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
PACIFIC,2019,15,1,,8,,25,,21,,,-,3,,8,,8,,,-,8,,23,,3,,,PACIFIC
ILLINOIS,2019,15,,-,5,,11,,13,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2019,15,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2019,15,,-,2,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
SOUTH CAROLINA,2019,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2019,15,,-,4,,6,,3,,,-,2,,2,,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2019,15,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
HAWAII,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OREGON,2019,15,,-,2,,1,,3,,,-,3,,6,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
MARYLAND,2019,15,1,,9,,33,,47,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW YORK CITY,2019,15,,-,11,,33,,22,,,-,19,,126,,,-,,-,12,,38,,1,,,NEW YORK CITY
KANSAS,2019,15,,-,2,,2,,2,,,-,1,,,-,19,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
SOUTH ATLANTIC,2019,15,1,,20,,72,,94,,,-,3,,,-,,-,,-,3,,1,,,-,,SOUTH ATLANTIC
CONNECTICUT,2019,15,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
WEST SOUTH CENTRAL,2019,15,,-,8,,2,,21,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
EAST NORTH CENTRAL,2019,15,,-,8,,27,,37,,,-,2,,4,,,-,,-,16,,40,,3,,,EAST NORTH CENTRAL
US RESIDENTS,2019,15,5,,56,,238,,284,,8,,20,,160,,32,,22,,45,,193,,24,,,US RESIDENTS
ARIZONA,2019,15,,-,3,,6,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IDAHO,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2019,15,,-,6,,1,,10,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2019,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MASSACHUSETTS,2019,15,1,,4,,13,,7,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
DISTRICT OF COLUMBIA,2019,15,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEVADA,2019,15,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2019,15,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,38,,1,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2019,15,1,,5,,15,,13,,,-,2,,,-,6,,,-,7,,19,,3,,"CALIFORNIA
(37.640735, -121.002435)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST VIRGINIA,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2019,15,,-,7,,1,,16,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.827233, -99.423022)",
NEW HAMPSHIRE,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,1,,1,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ILLINOIS,2019,16,,-,5,,11,,14,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2019,16,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,38,,1,,"MICHIGAN
(44.66399, -84.711206)",
TENNESSEE,2019,16,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2019,16,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2019,16,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2019,16,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2019,16,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2019,16,1,,8,,14,,21,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
US RESIDENTS,2019,16,5,,56,,248,,318,,,-,20,,186,,33,,15,,45,,209,,34,,,US RESIDENTS
TOTAL,2019,16,5,,56,,249,,318,,,-,20,,186,,33,,15,,45,,209,,34,,,TOTAL
OREGON,2019,16,,-,2,,1,,3,,,-,4,,10,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
MIDDLE ATLANTIC,2019,16,2,,24,,68,,80,,,-,19,,144,,,-,15,,45,,131,,9,,MIDDLE ATLANTIC,
VERMONT,2019,16,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MONTANA,2019,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NORTH CAROLINA,2019,16,,-,4,,9,,12,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2019,16,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2019,16,1,,5,,9,,13,,,-,8,,11,,,-,15,,43,,91,,3,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2019,16,,-,2,,,-,2,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
MOUNTAIN,2019,16,,-,4,,13,,14,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
WYOMING,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH ATLANTIC,2019,16,1,,20,,74,,107,,,-,3,,,-,,-,,-,3,,1,,,-,,SOUTH ATLANTIC
WASHINGTON,2019,16,,-,4,,6,,3,,,-,12,,16,,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2019,16,,-,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MAINE,2019,16,,-,3,,4,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
GEORGIA,2019,16,,-,6,,1,,15,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2019,16,,-,6,,12,,20,,,-,13,,5,,,-,,-,1,,2,,1,,"NEW JERSEY
(40.104655, -74.386686)",
PACIFIC,2019,16,,-,8,,25,,24,,,-,12,,27,,8,,,-,8,,24,,5,,,PACIFIC
NEW HAMPSHIRE,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
EAST NORTH CENTRAL,2019,16,2,,8,,29,,39,,,-,2,,4,,,-,,-,16,,41,,3,,,EAST NORTH CENTRAL
NEBRASKA,2019,16,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2019,16,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2019,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2019,16,,-,2,,2,,2,,,-,1,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
IDAHO,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2019,16,,-,5,,15,,16,,,-,2,,1,,6,,,-,7,,20,,5,,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2019,16,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2019,16,,-,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
FLORIDA,2019,16,,-,4,,,-,9,,,-,3,,,-,,-,,-,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2019,16,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,2,,"CONNECTICUT
(41.544654, -72.651713)",
MASSACHUSETTS,2019,16,,-,4,,14,,8,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW ENGLAND,2019,16,,-,5,,20,,14,,,-,2,,2,,,-,,-,2,,4,,2,,,NEW ENGLAND
NEW YORK CITY,2019,16,,-,11,,33,,26,,,-,19,,128,,,-,,-,11,,37,,3,,,NEW YORK CITY
MISSOURI,2019,16,,-,3,,3,,3,,,-,0,,,-,,-,,-,6,,1,,8,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2019,16,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
INDIANA,2019,16,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2019,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
EAST SOUTH CENTRAL,2019,16,,-,4,,6,,4,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
OHIO,2019,16,2,,4,,16,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MARYLAND,2019,16,1,,9,,35,,50,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2019,16,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NON-US RESIDENTS,2019,16,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
AMERICAN SAMOA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
WEST NORTH CENTRAL,2019,16,,-,5,,11,,13,,,-,1,,,-,20,,,-,6,,1,,9,,,WEST NORTH CENTRAL
TEXAS,2019,16,,-,7,,1,,18,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.827233, -99.423022)",
WEST SOUTH CENTRAL,2019,16,,-,8,,2,,23,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
NEW MEXICO,2019,16,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2019,16,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
DISTRICT OF COLUMBIA,2019,16,,-,2,,5,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2019,16,,-,2,,4,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2019,16,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2019,16,,-,3,,6,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2019,17,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
MICHIGAN,2019,17,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,39,,1,,"MICHIGAN
(44.874798, -85.730977)",
EAST NORTH CENTRAL,2019,17,,-,8,,29,,47,,,-,2,,4,,,-,,-,17,,43,,3,,,EAST NORTH CENTRAL
NON-US RESIDENTS,2019,17,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEW ENGLAND,2019,17,1,,5,,23,,15,,,-,2,,2,,,-,,-,2,,5,,2,,,NEW ENGLAND
INDIANA,2019,17,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",
PENNSYLVANIA,2019,17,1,,8,,16,,25,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",
NEW YORK CITY,2019,17,1,,11,,35,,30,,2,,31,,188,,,-,,-,11,,39,,3,,,NEW YORK CITY
VERMONT,2019,17,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
NORTH CAROLINA,2019,17,,-,4,,9,,15,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
ALASKA,2019,17,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
DISTRICT OF COLUMBIA,2019,17,,-,2,,5,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
MINNESOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WISCONSIN,2019,17,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
KANSAS,2019,17,,-,2,,2,,2,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",
DELAWARE,2019,17,,-,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
